"IMO Number...1","Name...2","Ship type","Total fuel consumption [m tonnes]","Total CO₂ emissions [m tonnes]","Total CH₄ emissions [m tonnes]","Total N₂O emissions [m tonnes]","Total CO₂eq emissions [m tonnes]","Time spent at sea [hours]","Fuel consumption per distance [kg / n mile]","CO₂ emissions per distance [kg CO₂ / n mile]","Fuel consumption per transport work (mass) [g / m tonnes · n miles]","CO₂ emissions per transport work (mass) [g CO₂ / m tonnes · n miles]","CO₂ emissions from all voyages between ports under a MS jurisdiction [m tonnes]","CO₂ emissions from all voyages which departed from ports under a MS jurisdiction [m tonnes]","CO₂ emissions from all voyages to ports under a MS jurisdiction [m tonnes]"
"9924235","MAERSK CANYON","Container ship",18328.61,57093.24,0.92,3.3,57993.17,4059.01,268.52,836.43,2.28,7.12,424.7,17352.09,38624.49
"9924326","KRITI FUTURE","Oil tanker",10186.6,31835.25,0.51,1.83,32335.41,6675.1,147.96,462.41,2.49,7.79,1479.85,13108.52,14040.09
"9924857","CARTIER","Gas carrier",1189.04,3650.08,0.06,0.21,3708.47,1157.9,76.26,234.09,7.49,23,538.08,1441.84,1430.68
"9924912","GC BERYL","Chemical tanker",2591.39,8138.43,0.13,0.47,8265.67,4353.94,51.84,162.82,3.63,11.41,0,3653.81,4140.18
"9924924","GC SAPPHIRE","Chemical tanker",2326.15,7297.23,0.12,0.42,7411.44,3776.83,51.7,162.17,3.36,10.55,40.14,2638.85,4278.43
"9925136","AQUAHONOR","Oil tanker",1853.88,5855.79,0.09,0.33,5946.81,1316.8,115.87,365.99,2.14,6.76,0,3042.14,2254.68
"9925655","ABU SAMRAH","Ro-ro ship",7495.62,23648.33,0.37,1.35,24016.36,4596.92,129.64,409,125.59,396.22,1585.63,11711.87,10141.71
"9925667","GREEN ENERGY","Gas carrier",1180.7,3705.24,0.06,0.21,3763.21,1169.4,70.84,222.32,5.42,17,0,1785.59,1839.83
"9925679","INDIANAPOLIS","Gas carrier",1549.75,4863.91,0.08,0.28,4940.01,1662.7,71.77,225.24,5.82,18.28,218.23,1932.09,2515.86
"9925813","NAVIOS ARMONIA","Bulk carrier",1939.41,6121.51,0.1,0.35,6216.73,1297.53,130.53,412,0.8,2.52,0,306.21,5635
"9925837","CMA CGM KHAO SOK","Container ship",8262.3,25769.05,0.41,1.49,26174.73,3822.23,154.26,481.1,3.75,11.68,10560.31,1216.08,12687.82
"9926049","FEDERAL PASSION","Bulk carrier",676.35,2123.37,0.03,0.12,2156.58,1043.8,62.39,195.86,2.6,8.15,102.59,1768.43,109.52
"9926051","FEDERAL POWER","Bulk carrier",1697.45,5310.29,0.08,0.31,5393.63,2318.7,60.76,190.07,2,6.25,115.59,1597.99,3421.78
"9926271","DANAE","Bulk carrier",398.85,1261.05,0.02,0.07,1280.63,623.08,57.33,181.26,1.68,5.32,0,74.79,1083.47
"9926415","SHANDONG CIVILIZATION","Bulk carrier",1309.8,4086.88,0.07,0.24,4151.2,857.4,140.81,439.36,1.07,3.35,0,1200.21,2785.48
"9926685","AMORE MIO","Oil tanker",3344.65,10443.53,0.17,0.6,10607.76,1347,196.48,613.5,0.82,2.56,0,9084.9,804.83
"9926697","ALTEREGO","Oil tanker",2530.28,7928.99,0.13,0.46,8053.23,1658.7,159.54,499.95,1.22,3.81,3103.48,1886.27,2325.44
"9926752","NYMFAION LADY","Gas carrier",1348.5,4170.73,0.07,0.24,4236.94,1758.4,70.58,218.3,7.47,23.12,0,2331.6,1745.48
"9926934","GUADALUPE EXPLORER","Gas carrier",3261.89,10204.53,0.16,0.59,10364.68,2942.16,79.97,250.18,7.54,23.59,0,5565.81,4369.42
"9927005","NORSE SAVANNAH","Bulk carrier",939.39,2933.76,0.05,0.17,2979.88,1184.3,65.73,205.27,2.75,8.58,251.49,1121.81,1427.07
"9927196","GREEN ADMIRE","Oil tanker",702.15,2202.15,0.04,0.13,2236.63,542.7,129.62,406.53,9.85,30.88,0,1632.74,450.05
"9927201","GREEN ADVENTURE","Oil tanker",6713.88,21161.15,0.34,1.21,21490.8,5342.52,121.4,382.64,1.95,6.15,0,8072.8,11845.06
"9927213","GREEN ANAX","Oil tanker",3996.18,12514.85,0.2,0.72,12711.06,3084.45,115.26,360.96,2.47,7.73,0,5548.42,6490.1
"9927251","MSC FATMA","Container ship",747.14,2222.82,6.64,0.12,2439.37,308.8,296.11,880.95,3.06,9.09,912.3,287,587.58
"9927263","MSC AAYA","Container ship",3544.7,10360.8,13.9,0.51,10884.15,891.2,261.96,765.68,3.73,10.92,719.49,9068.99,228.69
"9927275","MSC SOFIA","Container ship",4190.94,13195.47,1.73,0.75,13442.73,1185.5,245.32,772.39,1.93,6.08,1511.78,1728.18,9339.46
"9927287","MSC DARIA","Container ship",3232.17,9487.05,17.71,0.48,10109.05,882.2,271.8,797.77,3.98,11.68,2575.58,4343.59,1914.21
"9927299","MSC KAYLEY","Container ship",4961.95,14699.09,19.29,0.75,15438.69,1301.9,263.24,779.83,2.22,6.58,1199.5,4080.7,9024.33
"9927316","GREEN POWER","Gas carrier",2982.58,9341.13,0.15,0.54,9487.58,3352.7,73.88,231.37,5.27,16.5,0,4195.71,4955.95
"9928009","HAFEET","Oil tanker",1274.65,4005.62,0.06,0.23,4068.21,636.2,217.41,683.2,1.45,4.57,0,365.16,3273.85
"9928023","ARZANAH","Oil tanker",1646.86,5064.86,4.56,0.28,5266.13,674,210.07,646.07,0.87,2.67,0,512.42,3878.77
"9928231","TRANSCENDEN STAR","Bulk carrier",977.05,3061.95,0.05,0.18,3109.92,989,92.46,289.77,2.35,7.36,0,1354.51,1665.54
"9928657","HELLAS PALIROS","Oil tanker",1632.7,5112.27,0.08,0.29,5192.43,877,169.05,529.31,1.4,4.39,137.22,1719.53,2575.21
"9928750","ENERGY ARTEMIS","Oil tanker",1327.1,4174.7,0.07,0.24,4239.86,1416,77.24,242.98,2.36,7.43,55.14,1550.84,2354.88
"9928839","MEGHNA PRESTIGE","Bulk carrier",99.46,318.88,0,0.02,323.76,75.4,103.65,332.3,4.22,13.54,0,98.16,127.57
"9928841","MEGHNA HOPE","Bulk carrier",1907.79,5961.78,0.1,0.34,6055.45,1814.2,85.05,265.77,2.06,6.45,243.96,557.93,4951.83
"9928853","MEGHNA PROGRESS","Bulk carrier",620.15,1947.47,0.03,0.11,1977.92,699.3,78.6,246.82,1.34,4.21,0,83.16,1787.81
"9928865","COSCO SHIPPING GRACE","General cargo ship",595.27,1878.04,0.03,0.11,1907.27,584.6,87.76,276.88,1.54,4.85,0,1754.61,0
"9928877","COSCO SHIPPING SINCERE","General cargo ship",2200.77,6908.2,0.11,0.4,7016.26,2083.5,85.67,268.93,2.19,6.89,1739.41,3476.1,1494.63
"9928889","COSCO SHIPPING WISDOM","General cargo ship",437.24,1362.76,0.02,0.08,1384.22,401.1,82.06,255.77,1016.06,3166.79,0,1234.74,117.54
"9928891","COSCO SHIPPING FOUNTAIN","General cargo ship",1248.45,3901.29,0.06,0.22,3962.6,1218.13,85.52,267.24,1.9,5.95,144.68,2088.69,1597.89
"9928906","COSCO SHIPPING FAN RONG","General cargo ship",544.06,1697.43,0.03,0.1,1724.15,502,87.36,272.55,1.87,5.83,193.23,233.51,1199.6
"9928918","COSCO SHIPPING CHANG SHENG","General cargo ship",1081.43,3369.16,0.05,0.19,3422.26,994.6,79.67,248.22,11.37,35.41,0,1606.63,1753.56
"9928932","COSCO SHIPPING TENG DA","General cargo ship",628.05,1956.26,0.03,0.11,1987.1,636.4,76.09,237.02,67.76,211.05,0,1361.77,582.5
"9929003","BBG MUARA","Bulk carrier",807.69,2529.75,0.04,0.15,2569.41,824.5,81.53,255.35,2.33,7.3,0,1004.1,1478.44
"9929039","BBG HECHI","Bulk carrier",3333.42,10416.73,0.17,0.6,10580.4,3585.43,87.46,273.31,1.73,5.4,755.33,5316.72,3907.36
"9929194","ECO MERLIN","Gas carrier",4695.91,14713.89,0.23,0.85,14944.47,4835.08,74.69,234.03,7.2,22.57,159.97,7988.56,5995.11
"9929326","MSXT THALIA","Bulk carrier",974.43,3051.64,0.05,0.18,3099.48,1172.1,91.4,286.22,2.55,8,0,1452.2,1427.18
"9929429","MSC IRINA","Container ship",22634.88,70490.12,1.13,4.07,71601.49,3941.8,366.46,1141.25,2.52,7.85,3058.71,30697.26,35000.14
"9929431","MSC MICHEL CAPPELLINI","Container ship",22731.07,70791.74,1.14,4.09,71907.84,4422.6,364.21,1134.27,2.07,6.45,7317.84,26132.75,35501.05
"9929663","C. GENUINE","Oil tanker",2025.74,6344.83,0.1,0.36,6444.29,1048.6,186.48,584.07,2.27,7.12,122.47,2830.48,2986.45
"9929871","MIRAI","Gas carrier",4135.72,13045.34,0.21,0.74,13248.41,5464.82,89.85,283.4,6.92,21.84,5276.25,2696.97,3736.5
"9930038","MSC TESSA","Container ship",23359.5,72777.96,1.17,4.2,73924.91,4470.38,359.29,1119.39,2.15,6.69,4288.18,40086.31,26744.24
"9930040","MSC CELESTINO MARESCA","Container ship",12913.4,40212.33,0.65,2.32,40846.38,2764,331.79,1033.2,1.88,5.86,1780.31,16188.25,21229.91
"9930052","MSC RAYA","Container ship",22997.33,71632.03,1.15,4.14,72761.2,4723.2,344.6,1073.36,1.99,6.2,6088.06,26242.37,37390.2
"9930064","MSC NICOLA MASTRO","Container ship",30329.03,94516.62,1.52,5.46,96005.78,5659.7,359.14,1119.22,2,6.25,5056.65,49925.85,37855.87
"9930105","GHAT","Oil tanker",4532.2,14229.9,0.23,0.82,14452.43,3289.58,127.06,398.94,2.55,7.99,469.23,5180.81,7457.11
"9930210","ATLANTIC NARVAL","Oil tanker",1615.01,4688.6,24.22,0.22,5425.93,2348.1,59.6,173.03,5.74,16.65,75.61,2738.44,1840.49
"9930222","BALTIC NARVAL","Oil tanker",1796.46,5045.23,33.63,0.22,6046.36,2518.6,59.4,166.81,12.51,35.12,189.7,2708.76,1980.04
"9930519","PS STARS","Oil tanker",1339.43,4196.76,0.07,0.24,4262.53,1553.5,75.81,237.52,2.09,6.54,810.36,933.21,2197.48
"9930624","ARDAS I","Oil tanker",3612.57,11318.31,0.18,0.65,11495.69,2465.89,131.85,413.1,2.4,7.53,1847.88,2366.47,6084.77
"9930777","ANTONIS I. ANGELICOUSSIS","Oil tanker",2806.36,8075.44,0.05,0.37,8175.98,1466.09,161.58,464.96,0.84,2.41,0,7307.61,333.28
"9930789","MARIA A. ANGELICOUSSIS","Oil tanker",7345.75,21193.24,0.12,0.98,21456.12,3880.75,156.57,451.71,0.79,2.28,0,3946.55,15672.11
"9930791","MARAN DANAE","Oil tanker",6603.64,19445.47,0.17,0.96,19705.7,3641.01,149.75,440.95,1.77,5.21,749.83,4000.98,13580.18
"9930806","MARAN DIONE","Oil tanker",7950.8,22828.28,0.12,1.04,23107.44,3510.62,157.21,451.38,0.89,2.55,5132.5,4647.42,11436.41
"9930909","TAI XING","General cargo ship",2401.44,7540.76,0.12,0.43,7658.67,2559.89,76.67,240.74,3.97,12.46,320.92,3381.22,3671.5
"9930911","YONG XING","General cargo ship",405.08,1273.23,0.02,0.07,1293.12,535.16,63.36,199.16,3.51,11.04,627.36,180.04,305.66
"9930935","MSC BIANCA SILVIA","Container ship",6640.05,20693.45,0.33,1.2,21019.48,1549.5,284.06,885.25,2.08,6.49,2141.95,10301.52,7470.49
"9930947","MSC BERANGERE","Container ship",921.38,2953.94,0.05,0.17,2999.18,395.5,248.62,797.07,2.95,9.47,1695.33,465.83,275.07
"9930959","MSC DARLENE","Container ship",5519.2,17229.06,0.28,0.99,17500.06,1597.3,260.16,812.13,2.12,6.62,3079.02,4125.44,8927.55
"9931173","THERESA EMPAT","Chemical tanker",3051.1,9663.5,0.15,0.55,9813.31,2701.4,94.18,298.29,3.25,10.31,902.49,2345.77,5654.81
"9931288","MSC TURKIYE","Container ship",25180.89,78437.41,1.26,4.53,79673.79,4777.6,369.1,1149.73,2.02,6.3,7061.99,27327.32,41972
"9931290","MSC MICOL","Container ship",24002.97,74751.15,1.2,4.32,75929.7,4455,381.74,1188.84,2.13,6.63,6179.61,25659.83,41090.19
"9931549","MAYE MANX","Bulk carrier",704.95,2205.24,0.04,0.13,2239.85,799.25,82.9,259.32,2.4,7.52,0,711.86,1383.1
"9932036","MSC CALYPSO","Container ship",3386.79,9620.89,26.76,0.43,10484.23,1656.5,209.6,595.43,1.96,5.56,1543.61,931.19,6753.01
"9932050","MSC MONICA CRISTINA","Container ship",8303.81,24143.3,42.36,1.17,25639.49,2600.6,232.68,676.53,2.05,5.96,583.39,16094.86,6958.77
"9932062","MSC FREYA","Container ship",9473.66,27946.95,40.85,1.42,29466.6,2666.8,237.79,701.47,2.25,6.63,1684.61,17543.11,8276.23
"9932103","TAC IMOLA","Bulk carrier",666.95,2091.98,0.03,0.12,2124.73,1044.3,62.82,197.04,2.8,8.78,161.04,743.37,1034.55
"9932115","TAC DAYTONA","Bulk carrier",1784.01,5595.04,0.09,0.32,5682.63,2774,58.97,184.94,2.1,6.59,44.86,1878.61,3464.14
"9932139","EVA MASTER","Bulk carrier",2110.94,6636.58,0.11,0.38,6740.22,3219.9,57.78,181.65,1.97,6.18,852.04,1149.4,4293.77
"9932141","EVA SUNRISE","Bulk carrier",1770.33,5570.36,0.09,0.32,5657.28,2595.12,60.21,189.44,1.89,5.95,171.68,1803.1,3308.18
"9932165","BASARAN BAYRAK","Chemical tanker",1186.46,3803.79,0.06,0.21,3862.05,2479.53,46.73,149.8,11.09,35.57,2636.39,714.78,71.94
"9932713","CHEMROAD JUPITER","Chemical tanker",3231.88,10102.02,0.16,0.58,10260.71,3327.38,73.89,230.95,2.79,8.71,1400.14,1299.53,6812.35
"9932799","PORT FUKUOKA","Bulk carrier",296.31,928.82,0.01,0.05,943.37,398.41,62.64,196.34,136.45,427.72,0,850.51,22.82
"9932804","PORT OSHIMA","Bulk carrier",1282.66,4016.92,0.06,0.23,4079.9,1602.58,68.95,215.92,1.69,5.29,218.75,1524.04,2111.97
"9932892","MSC MARA","Container ship",6673.34,20886.36,0.33,1.2,21214.02,1950.3,263.76,825.51,1.99,6.22,2196.29,10017.04,7678.79
"9932919","MSC AZRA","Container ship",12336.47,36259.59,66.48,1.83,38605.87,3287.8,250.98,737.68,1.96,5.76,3439.28,12259.97,19170.13
"9932933","MARLA TIGER","Container ship",2210.92,6984.83,0.11,0.4,7093.38,2093.4,90.42,285.67,7.36,23.27,43.73,2838.31,3842.91
"9932945","MARLA BULL","Container ship",2588.39,8174.67,0.13,0.47,8301.75,2318.78,95.28,300.92,8.21,25.92,87.97,3105.03,4626.99
"9933080","CAROUGE","Bulk carrier",72.65,226.26,0,0.01,229.82,51.7,107.79,335.69,0.66,2.05,0,0,226.26
"9933092","NAVIOS ALTAIR","Bulk carrier",2259.44,7084.93,0.11,0.41,7195.87,1715.48,116,363.75,1.11,3.48,0,2355.88,4631.98
"9933183","VASSOS","Bulk carrier",1619.42,5061.71,0.08,0.29,5141.23,2225,72.33,226.08,3.15,9.84,904,1891,2067
"9933212","FREEPORT STAR","Oil tanker",3263.43,10339.65,0.16,0.59,10499.89,3634.5,114.67,363.3,2.27,7.19,2617.21,2185.43,4074.3
"9933456","MANISA AMELIA","General cargo ship",1074.55,3445,0.05,0.19,3497.76,3091.52,37.24,119.4,7.74,24.82,1919.11,577.4,725.2
"9933468","ECO SORCERER","Gas carrier",3522.38,11025.16,0.18,0.63,11198.11,3635.83,70.6,220.98,5.79,18.14,10.23,4804.52,5771.92
"9933523","HANNIBAL","Gas carrier",4614.71,14443.1,0.23,0.83,14669.68,3640,98.79,309.19,3.9,12.2,0,7108.82,7007.44
"9933535","ADVANTAGE VERDICT","Oil tanker",7388.93,21408.12,0.15,1.02,21681.49,3874.1,171.45,496.74,0.81,2.34,2409.04,3977.67,13590.98
"9933547","ADVANTAGE VICTORY","Oil tanker",7437.7,21852.44,0.18,1.07,22142.34,3641.2,169.74,498.71,1,2.94,0,7794.67,12545.27
"9933559","ADVANTAGE VISION","Oil tanker",4229.41,12444.89,0.11,0.62,12611.57,2251.6,162.24,477.38,0.98,2.89,0,4997.54,6842.72
"9933561","ADVANTAGE VITAL","Oil tanker",5978.17,17297.75,0.11,0.81,17515.37,3078.4,174.62,505.25,0.99,2.85,581.74,2443.25,10677.4
"9933573","SEAWAYS ENDEAVOR","Oil tanker",4070.59,11619.86,14.76,0.53,12173.2,2254,158.13,451.41,0.86,2.45,185.71,3682.77,7205.47
"9933585","SEAWAYS ENTERPRISE","Oil tanker",5998.12,17284.24,22.55,0.81,18130.74,2997,188.49,543.14,1.05,3.03,175.13,4090.42,11837.61
"9933597","SEAWAYS EXCELSIOR","Oil tanker",5281.45,15242.18,19.09,0.72,15966.8,2457.08,165.69,478.19,0.95,2.73,5598.94,3952.01,4161.23
"9933602","EAGLE VELLORE","Oil tanker",2784.55,8161.82,0.07,0.4,8269.19,1375.1,161.52,473.44,0.87,2.54,0,2167.07,5567.19
"9933614","EAGLE VENTURA","Oil tanker",6645.65,19629.72,0.18,0.98,19894.28,3234.3,165.95,490.19,1.06,3.12,599.47,6794.33,10459.76
"9933626","EAGLE VERACRUZ","Oil tanker",7375.19,21751.44,0.19,1.07,22040.53,3915.1,163.72,482.86,0.7,2.07,1155.82,8398.38,11190.62
"9933652","FRONT GAULA","Oil tanker",2338.76,7327.43,0.12,0.42,7442.26,1249.94,169.65,531.54,1.81,5.67,37.96,3657.87,2740.63
"9933676","FRONT TYNE","Oil tanker",4193.62,13137.33,0.21,0.75,13343.24,2137.25,183.45,574.69,1.45,4.53,154.15,4915.85,6964.63
"9933779","NILE RIVER","Gas carrier",1067.9,3341.02,0.05,0.19,3393.46,782.15,100.6,314.74,3.97,12.43,0,1385.44,1834.07
"9933793","ECO TITAN","Other ship types",1391.61,4420.08,0.07,0.25,4488.4,3447.68,35.98,114.28,6.2,19.7,3529.26,276.55,318.36
"9933913","CHALLAH","Oil tanker",1928.8,6043.99,0.1,0.35,6138.69,3405,47.98,150.36,11.4,35.72,0,3316.76,2596.04
"9933925","ECO TRUST","Other ship types",1906.77,6031.01,0.1,0.34,6124.63,4602.98,37.24,117.8,7.44,23.54,3165.64,1305.55,1137.46
"9934125","SEAPROMISE","Chemical tanker",2461.83,7717.59,0.12,0.44,7838.47,2313.83,89.62,280.96,2.49,7.82,302.93,2488.71,4295.97
"9934137","SEADRIVE","Chemical tanker",1946.41,6113.21,0.1,0.35,6208.78,2097.95,82.59,259.4,2.42,7.6,184.39,2506.22,2786.13
"9934149","ST NICHOLAS","Chemical tanker",929.97,2919.79,0.05,0.17,2965.45,1052.14,76.35,239.72,3.74,11.73,52.4,586.93,2085.08
"9934151","ST HELEN","Chemical tanker",2281.86,7189.58,0.11,0.41,7301.62,2386.93,88.96,280.28,4.03,12.68,25.55,3506.26,3408.82
"9934163","ALDER EXPRESS","Oil tanker",901.96,2829.41,0.05,0.16,2873.7,1010.83,83.5,261.95,3.4,10.67,86.35,1832.18,724.68
"9934319","POPI P","Oil tanker",4400.4,13771.64,0.22,0.79,13987.7,3034.5,122.54,383.5,1.25,3.91,665.89,7458.04,4897.35
"9934321","COSTAS P","Oil tanker",7567.07,23716.24,0.38,1.36,24087.79,5333.5,114.91,360.14,1.6,5,0,9785.77,12290.28
"9934357","ONE FREEDOM","Container ship",18682.32,58195.71,0.93,3.36,59113.01,5221.2,247.27,770.25,2.2,6.84,2978.67,25677.01,28268.38
"9934369","ONE FRIENDSHIP","Container ship",10602.44,33032.4,0.53,1.91,33552.98,3084.1,250.28,779.77,2.65,8.27,1302.05,27127.49,3693.15
"9934371","ONE FRUITION","Container ship",6693.7,20853.69,0.33,1.2,21182.36,2353.7,216.62,674.86,2.87,8.94,1366.2,16182.72,2422.32
"9934383","ONE FRONTIER","Container ship",14567.06,45380.63,0.73,2.62,46095.87,4935.62,224.24,698.58,2.14,6.67,2892.34,23723.69,17738.32
"9934462","KIRRY MANX","Bulk carrier",2151.73,6763.93,0.11,0.39,6869.58,2780.9,73.17,230,2.26,7.12,908.84,3455.57,2214.47
"9934644","GREEN AZURE","Oil tanker",1563.71,4906.28,0.08,0.28,4983.06,865.6,156.45,490.86,2.96,9.29,0,2110.63,2421.58
"9934668","MARCELLA","Gas carrier",1464.33,4576.16,0.07,0.26,4648.06,1406.35,74.93,234.17,4.9,15.31,0,1902.75,2583.96
"9934670","ASTOR","Gas carrier",2168.25,6812.58,0.11,0.39,6919.04,2085.84,73.43,230.72,6.57,20.64,0,3234.36,3354.11
"9934735","MSC LORETO","Container ship",27451.74,85530.72,1.37,4.94,86878.6,4918.4,368.34,1147.63,1.99,6.21,7374.31,37713.95,38278.94
"9934747","MSC MARIELLA","Container ship",27722.13,86345.53,1.39,4.99,87706.69,5648.7,366.98,1143.03,2.12,6.61,8671.8,37360.67,38593.22
"9934814","NY SUNRISE","Bulk carrier",1000.55,3135.23,0.05,0.18,3184.36,1371.7,63.19,197.99,2.25,7.06,31.95,1056.02,1952.11
"9934826","SEAGRACE","Oil tanker",2367.33,7412.55,0.12,0.43,7528.78,2362.76,134.6,421.45,2.99,9.37,0,3311.09,3538.41
"9934890","IRINI","Oil tanker",664.06,2096.06,0.03,0.12,2128.66,719.4,77.67,245.16,2.66,8.39,0,690.67,1323.76
"9934905","MERONAS","Oil tanker",746.74,2369.54,0.04,0.13,2406.2,767.69,84.78,269.01,2.8,8.87,215.33,998.99,1101.35
"9935143","ARACHTHOS I","Oil tanker",1232.9,3856.26,0.06,0.22,3916.8,772.9,123.13,385.12,2.65,8.28,0,1763.62,1951.9
"9935301","NAVIG8 WOLF","Oil tanker",4343.25,13653,0.22,0.78,13866.26,3435.8,122.77,385.91,3.06,9.63,236.58,5417.42,5819.69
"9935507","ENEOS WISDOM","Gas carrier",1754.1,5451.99,0.09,0.32,5538.11,1167.8,116.27,361.4,4.86,15.1,0,3383.4,2021.14
"9935557","THEANOULA","Chemical tanker",4109.87,12910.18,0.21,0.74,13111.98,3838,92.32,289.99,3.7,11.62,2548,5377,4022
"9935569","AKTI A","Chemical tanker",1122.48,3555.87,0.06,0.2,3610.98,1073.6,89.55,283.67,4.01,12.71,1653.3,0,1416.96
"9935595","BOUVARDIA","Oil tanker",946.71,2957.72,0.05,0.17,3004.2,752.7,105.25,328.83,1.54,4.82,0,881.44,2038.88
"9935600","SEA SAPPHIRE","Oil tanker",3258.79,10171.23,0.16,0.59,10331.23,1744.62,186.59,582.38,1.71,5.33,0,1836.53,7377.2
"9935636","KRITI ENERGY","Oil tanker",3003.5,9384.17,0.15,0.54,9531.64,2003.3,130.87,408.9,1.37,4.29,0,2686.98,5926.32
"9935648","SEA GALAXY","Oil tanker",2399.4,7504.9,0.12,0.43,7622.71,1723.6,124.62,389.79,2.05,6.43,0,2670.78,4161.6
"9935650","SEA CORAL","Oil tanker",1286.16,4017.85,0.06,0.23,4081.01,766.9,126.7,395.79,2.45,7.65,0,1825.4,1982.14
"9935698","VEJER","Oil tanker",535.81,1698.32,0.03,0.1,1724.63,590.21,96.29,305.21,354.67,1124.16,15.92,24.8,706.74
"9935911","LARGO EAGLE","Oil tanker",1611.9,5043.14,0.08,0.29,5122.28,1532.5,91.67,286.82,2.61,8.17,352.98,1234.93,3259.98
"9935923","LARGO EXCELLENCE","Oil tanker",2583.6,8053.21,0.13,0.47,8180.06,2811.2,78.73,245.39,25.96,80.91,0,5668.58,1770.85
"9936240","EMERALD PUTUO","Bulk carrier",1304.25,4080.48,0.07,0.23,4144.52,1259.7,85.89,268.73,1.62,5.06,0,840.03,3099.33
"9936252","EMERALD DINGHAI","Bulk carrier",1189.41,3721.44,0.06,0.21,3779.84,1002.8,96.14,300.82,1.92,6.01,0,1828.35,1698.36
"9936379","MAERSK CHARLESTON","Container ship",16234.41,50569.17,0.81,2.92,51366.28,3958.1,252.3,785.9,2.15,6.71,451.79,17632.5,31945.46
"9936381","ONE FANTASTIC","Container ship",8596.82,26784.62,0.43,1.55,27206.72,3099.8,205.31,639.66,2.43,7.58,1169.12,21177.93,3546.81
"9936393","ONE FUTURE","Container ship",5495.78,17190.87,0.27,0.99,17460.71,2077.2,211.6,661.88,1.7,5.33,1148.32,392.46,15130.16
"9936408","MAERSK CLEVELAND","Container ship",22367.33,69685.59,1.12,4.03,70783.83,5231.8,262.95,819.22,2.35,7.31,1869.2,28185.12,38704.99
"9936410","MAERSK CINCINNATI","Container ship",4139.05,12960.61,0.21,0.75,13163.83,1133.6,276.32,865.25,2.77,8.66,908.32,10695.95,888.81
"9936422","ONE FORWARD","Container ship",6314.98,19702.76,0.32,1.14,20012.83,2540.6,213.69,666.72,1.8,5.61,1414.43,637.87,17188.41
"9936537","CHRYSOPIGI LADY","Gas carrier",7180.28,22050.1,0.36,1.29,22402.65,7395.9,72.93,223.96,6.21,19.07,0,10796.25,10631.77
"9936628","MSC CLAUDE GIRARDET","Container ship",26547.47,82685.21,1.33,4.78,83988.69,5003.1,361.06,1124.55,2.12,6.61,8360.23,36504.79,35901.56
"9936630","MSC METTE","Container ship",28720.21,89450.28,1.44,5.17,90860.44,5007.8,351.59,1095.05,2.24,6.98,3315.91,37618.68,47052.29
"9936642","MSC CHINA","Container ship",18719.1,58311.08,0.94,3.37,59230.19,3370.9,371.27,1156.53,2.11,6.58,4790.77,14483.81,37219.23
"9936769","PROGRESS TRADER","Bulk carrier",1197.34,3754.35,0.06,0.22,3813.13,1192.2,93.7,293.79,1.85,5.79,97.26,1167.62,2405.47
"9936927","SEABULK","Bulk carrier",286.28,895.49,0.01,0.05,909.55,331.33,99,309.68,2.8,8.76,0,385.06,374.67
"9937024","SEFERIS","Oil tanker",3908.66,12215.04,0.2,0.7,12406.95,2594.5,122.66,383.31,1.36,4.24,288.2,2882.43,8331.39
"9937062","PERTAMINA GAS CASPIA","Gas carrier",1044.7,3272.09,0.05,0.19,3323.38,587.9,117.95,369.44,3.61,11.31,0,1755.89,1233.91
"9937074","PERTAMINA GAS DAHLIA","Gas carrier",1173.42,3710.9,0.06,0.21,3768.52,744.7,114.26,361.33,4.43,14,0,1528.02,2064.17
"9937098","FRONT GANDER","Oil tanker",2750.04,8625.51,0.14,0.5,8760.54,2049.05,162.3,509.05,1.2,3.77,262.57,2841.27,4519.48
"9937218","YM RESPECT","Bulk carrier",907.11,2861.52,0.05,0.16,2906.06,1136.7,70.38,222,1.12,3.52,0,0,2776.05
"9937270","VEZHEN","Bulk carrier",887.56,2822.72,0.04,0.16,2866.3,1970,44.21,140.6,3.04,9.67,0,1379.24,1352.27
"9937282","SHIPKA","Bulk carrier",961.53,3050.94,0.05,0.17,3098.15,2063.45,48.77,154.76,3.95,12.54,0,1274.16,1693.87
"9937294","MUSALA","Bulk carrier",207.97,657.04,0.01,0.04,667.25,454.58,42.65,134.75,3.43,10.82,0,205.5,432.79
"9937309","SLAVYANKA","Bulk carrier",773.2,2442.28,0.04,0.14,2480.24,1317.7,53.52,169.06,3.16,9.99,298.7,324.48,1735.64
"9937476","EA GANNET","Container ship",4266.41,13350.19,0.21,0.77,13559.66,3922.25,91.07,284.98,9.85,30.81,9994.38,183.99,67.63
"9937488","EA NODDY","Container ship",4279.93,13407.6,0.21,0.77,13617.75,3870.41,91.56,286.82,10.98,34.4,9948.57,33.26,183.91
"9937555","TRUSTN TRADER","Bulk carrier",614.92,1922.68,0.03,0.11,1952.87,713.8,81.81,255.8,1.13,3.53,0,56.48,1802.4
"9937567","CARLTON TRADER","Bulk carrier",1475.57,4626.81,0.07,0.27,4699.27,1734.3,84.72,265.66,1.3,4.06,438.28,3064.79,802.61
"9937971","CHEM ABBEY","Chemical tanker",1189.07,3706.38,0.06,0.21,3764.76,1351.7,83.91,261.54,3.91,12.2,122.07,751.77,2710.47
