"IMO Number...1","Name...2","Ship type","Total fuel consumption [m tonnes]","Total CO₂ emissions [m tonnes]","Total CH₄ emissions [m tonnes]","Total N₂O emissions [m tonnes]","Total CO₂eq emissions [m tonnes]","Time spent at sea [hours]","Fuel consumption per distance [kg / n mile]","CO₂ emissions per distance [kg CO₂ / n mile]","Fuel consumption per transport work (mass) [g / m tonnes · n miles]","CO₂ emissions per transport work (mass) [g CO₂ / m tonnes · n miles]","CO₂ emissions from all voyages between ports under a MS jurisdiction [m tonnes]","CO₂ emissions from all voyages which departed from ports under a MS jurisdiction [m tonnes]","CO₂ emissions from all voyages to ports under a MS jurisdiction [m tonnes]"
"9900801","STARWAY","Oil tanker",5415.85,16035.43,0.15,0.8,16252.67,3356.6,128.17,379.48,1.8,5.33,944.96,5440.26,8612.97
"9900825","CLEAROCEAN MAVERICK","Oil tanker",1416.43,4426.47,0.07,0.25,4496.02,1497.9,79.85,249.55,3.76,11.76,1032.58,697.75,2418.09
"9900851","ENABLE","Gas carrier",2866.75,9002.26,0.14,0.52,9143.02,3154.88,66.02,207.33,13.17,41.35,54.52,4992.85,3825.36
"9901051","ANGELONIA","Oil tanker",1736.3,5413.39,0.09,0.31,5498.64,1048.1,133.77,417.07,3.28,10.23,0,2373.34,2505.75
"9901063","LUNARIA","Oil tanker",2035.4,6363.14,0.1,0.37,6463.08,1429.8,125.48,392.29,2.86,8.93,411.53,2439.19,2735.13
"9901348","MARAN ANTIOPE","Oil tanker",9358.46,29283.59,0.47,1.68,29743.09,4455.44,199.94,625.64,1.63,5.1,6088.16,8641.73,12622.59
"9902512","SEATEAM","Gas carrier",2176.5,6780.13,0.11,0.39,6887,1919,85.6,266.66,8.21,25.56,0,3461.63,3256.71
"9902550","GCL LEADER","Bulk carrier",517.03,1630.38,0.03,0.09,1655.77,581.2,86.24,271.93,2.36,7.45,0,847.47,737.15
"9902615","BARAKAH","Oil tanker",1553.79,4864.69,0.08,0.28,4940.98,703,242.28,758.53,1.37,4.29,0,1475.47,2806.05
"9902811","ECO WEST COAST","Oil tanker",5324.96,16677.78,0.27,0.96,16939.24,3210.7,139.58,437.17,1.67,5.23,4637.98,3102.35,7554.77
"9902823","ECO MALIBU","Oil tanker",4810.06,15026.39,0.24,0.87,15262.56,2848.1,140.98,440.4,1.5,4.69,686.18,5417.83,8193.91
"9902847","FRONTIER MARINER","Oil tanker",1341.51,4216.75,0.07,0.24,4282.61,1525.3,91.87,288.78,2.55,8,301.36,2274.14,1361.02
"9902859","LONE STAR MARINER","Oil tanker",785.8,2473.18,0.04,0.14,2511.77,818.4,77.96,245.36,2.37,7.44,228.27,857.34,1251
"9902873","EVERGREEN MARINER","Oil tanker",1920.97,6053.17,0.1,0.35,6147.49,1907.4,87.48,275.65,2.55,8.04,896.73,2136.07,2651.35
"9903073","SIFNOS LADY","Gas carrier",6189.8,19128.61,0.31,1.11,19432.52,7094.6,81.48,251.79,8.83,27.3,165.35,11013.61,7311.05
"9903126","AMADES","Oil tanker",3954.59,12396.37,0.2,0.71,12590.54,2682.38,121,379.3,1.86,5.84,344,3327.92,7877.64
"9903413","LORAX","Oil tanker",1111.63,3505.23,0.06,0.2,3559.81,924,114.17,359.99,2.07,6.54,0,1399.16,1860.48
"9903762","GAS BARBAROSSA","Gas carrier",1122.43,3515.72,0.06,0.2,3570.83,710.8,110.6,346.41,4.46,13.98,0,1396.91,2031.01
"9903918","SEA DRAGON","Oil tanker",1789,5591.53,0.09,0.32,5679.37,1370,115.37,360.6,1.69,5.27,0,1311.93,3885.47
"9903968","FRONT FAVOUR","Oil tanker",2870.82,8980.52,0.14,0.52,9121.47,1810.3,124.22,388.59,2.43,7.61,134.65,4176.3,4213.86
"9903970","FRONT FEATURE","Oil tanker",1494.8,4673.69,0.07,0.27,4747.08,1139.16,112.14,350.62,5.21,16.3,0,3112.6,1254.59
"9904041","BIT WAVE","Chemical tanker",2554,7364.76,46.62,0.35,8762.21,4738,46.22,133.27,6.62,19.08,6001.38,0,0
"9904053","BIT WIND","Oil tanker",2785.07,7975.52,54.66,0.37,9604.52,5213.49,44.75,128.15,6.54,18.73,6806.43,0,0
"9904766","AASFJELL","Bulk carrier",1316.66,4221.2,0.07,0.24,4285.84,4587.03,30.35,97.3,6.21,19.91,3770.28,51.3,26.61
"9904869","AASFOSS","Bulk carrier",1655.5,5307.54,0.08,0.3,5388.83,5912.63,28.79,92.31,4.8,15.39,2913.23,1247.42,952.2
"9904871","TORM HELENE","Oil tanker",82.31,256.36,0,0.01,260.4,63.3,105.39,328.24,1.01,3.14,0,0,256.35
"9904883","TORM HOUSTON","Oil tanker",6300.21,19704.03,0.32,1.13,20013.37,4494.72,115.13,360.07,2.31,7.22,864.52,7777.3,10065.95
"9905320","AFRICA","Oil tanker",1557.67,4886.7,0.08,0.28,4963.18,785.5,151.81,476.25,1.7,5.32,0,1575.94,2700.01
"9905332","EUROPE I","Oil tanker",448.3,1410.58,0.02,0.08,1432.59,346.08,259.93,817.87,3.27,10.28,0,784.57,429.16
"9905344","OCEANIA","Oil tanker",2707.07,8491.15,0.14,0.49,8624.06,2144.62,148.4,465.47,1.76,5.5,0,2899.31,4453.35
"9905423","PELICAN MARINER","Oil tanker",1717.77,5402.2,0.09,0.31,5486.54,1947.7,83.9,263.85,2.58,8.1,478.34,3074.9,1503.07
"9905708","KOM","Bulk carrier",586.64,1857.83,0.03,0.11,1886.63,1147.85,51.34,162.58,3.15,9.98,643,435.78,655.71
"9905710","BOGDAN","Bulk carrier",659.12,2088.92,0.03,0.12,2121.29,977.67,62.82,199.11,2.84,8.99,166.64,1096.98,687.97
"9905722","PERELIK","Bulk carrier",1505.32,4772.97,0.08,0.27,4846.88,3191.33,48.39,153.44,3.95,12.52,93.78,2349.64,2088.36
"9905734","VERILA","Bulk carrier",1069.61,3385.62,0.05,0.19,3438.14,1751.84,56.41,178.54,5.88,18.61,273.53,1656.46,1090.27
"9905916","FRIDA KNUTSEN","Oil tanker",7271.8,21385.15,68.64,1.06,23588.31,3244.38,270.63,795.89,6.83,20.07,2266.67,10326.96,7583.28
"9905928","SINDRE KNUTSEN","Oil tanker",7775.3,23429.82,62.51,1.2,25498.84,3369.83,339.8,1023.94,9.25,27.89,11388.25,3875.25,6939.06
"9906087","ENERGY ARIADNE","Oil tanker",855.9,2725.51,0.04,0.15,2767.54,838.7,91.46,291.25,3.03,9.65,540.85,277.57,1450.88
"9906300","KN BLOSSOM","Bulk carrier",3058.73,9537.74,0.15,0.55,9687.93,2942.3,95.54,297.91,1.46,4.54,0,1265.49,8230.93
"9906465","SERENDIPITY","Bulk carrier",1358.45,4254.8,0.07,0.24,4321.5,1468.45,83.42,261.28,1.76,5.53,0,1026.95,3176.72
"9906568","SEALEGEND","Oil tanker",597.65,1876.79,0.03,0.11,1906.13,382.2,118.79,373.04,1.42,4.44,76.62,1493.91,71.17
"9906881","PACIFIC RUBY","Chemical tanker",1060.5,3328.22,0.05,0.19,3380.29,1035.2,80.71,253.31,2.97,9.33,0,1376.45,1710.68
"9907005","GOLD TRADER","Chemical tanker",2531.11,7860.93,2.8,0.44,8057.12,2395.1,93.83,291.4,4.27,13.26,1667.58,2710.47,3117.98
"9907225","ORIENT M","Oil tanker",2496.65,7830.33,0.12,0.45,7952.92,1434.5,138.09,433.09,1.04,3.26,768.8,2138.22,4490.18
"9907237","ATLANTIC M","Oil tanker",2460.16,7701.55,0.12,0.44,7822.34,1961.7,121.22,379.47,1.79,5.6,402.08,2075.58,4767.73
"9907433","CEDAR","Oil tanker",676,2112.39,0.03,0.12,2145.58,528.7,103.58,323.67,2.72,8.49,0,1150.83,766.63
"9907445","CYPRES","Oil tanker",2497.3,7803.49,0.12,0.45,7926.11,2224.56,107.95,337.31,1.13,3.54,0,1976.8,5305.08
"9907653","EMERALDWAY","Oil tanker",7227.6,22657.12,0.36,1.3,23012,4294.6,141.28,442.87,1.55,4.85,612.99,8388.09,11703.59
"9907665","SUNRISEWAY","Oil tanker",5070.2,15881.38,0.25,0.91,16130.32,2865.7,145.68,456.33,2.41,7.54,0,7385.85,7308.34
"9907768","SOLAR RUBA","Chemical tanker",2361.37,7411.44,0.12,0.43,7527.38,2547.4,81.07,254.45,2.47,7.75,484.68,2453.09,3857.26
"9907809","SOLAR LAI FONG","Chemical tanker",3058.71,9628.83,0.15,0.55,9779.02,3084.8,85.64,269.6,2.31,7.27,497.83,2224.68,5840.74
"9907952","SHANDONG DREAM","Bulk carrier",864.71,2711.91,0.04,0.16,2754.37,434.7,169.98,533.11,1.05,3.3,0,482.99,2105.59
"9908047","MSC WASHINGTON","Container ship",10438.27,31050.24,64.72,1.61,33289.72,2716.7,262.34,780.37,2.25,6.69,4678.72,9255.17,16402.61
"9908059","MSC VIRGINIA","Container ship",10876.41,32142.8,79.66,1.65,34809.55,3085.8,253.16,748.16,2.56,7.56,4488.9,16329.43,10254.18
"9908097","OOCL PIRAEUS","Container ship",12707.3,39852.31,0.64,2.29,40476.24,2958.2,286.64,898.95,2.33,7.31,5299.84,31022.34,2724.14
"9908126","OOCL SPAIN","Container ship",12545.1,39283.04,0.63,2.26,39899,2877.6,295.02,923.79,2.26,7.06,3759.36,32597.25,2318.58
"9908138","OOCL TURKIYE","Container ship",11836.97,37070.03,0.59,2.13,37651.23,3074.7,277.69,869.65,2.22,6.96,3721.2,30856.53,1747.91
"9908279","CL TOMO","Bulk carrier",598.89,1891.98,0.03,0.11,1921.38,559.8,85.48,270.05,1.64,5.18,214.86,947.56,678.99
"9908281","ABILITY","Bulk carrier",1497.92,4691.89,0.07,0.27,4765.44,1687,85.99,269.33,1.77,5.54,586.33,2451.21,1532.84
"9908310","FEDERAL MASAMUNE","Bulk carrier",674.22,2105.89,0.03,0.12,2138.99,833.8,80.29,250.79,2.36,7.37,164.99,141.75,1727.35
"9908346","FAIRCHEM PROTEA","Chemical tanker",450.71,1419.89,0.02,0.08,1442.02,670.83,55.56,175.03,3.51,11.05,223.97,434.7,695.79
"9908475","BELMAR","Bulk carrier",974.68,3047.26,0.05,0.18,3095.12,1122,69.67,217.82,3.39,10.6,61.36,1431.4,1514.51
"9908607","BOKM TIANJIN","Bulk carrier",1886.6,5877.94,0.09,0.34,5970.57,750,205.51,640.3,1.22,3.8,0,2304.39,3349.61
"9909053","NAVIOS AMITIE","Bulk carrier",757.74,2400.6,0.04,0.14,2437.81,992.95,77.52,245.59,2.9,9.18,0,1291.09,1001.82
"9909194","ACRUX AMELIA","Bulk carrier",1030.14,3253.87,0.05,0.19,3304.44,1016.1,90.6,286.17,1.48,4.67,11.35,340.66,2830.01
"9909209","SAPHIRA","Bulk carrier",962.43,3047.16,0.05,0.17,3094.41,1264.9,93.55,296.18,2.43,7.71,0,1237.38,1771.12
"9909247","ARABELLA","Chemical tanker",2041.28,6544.34,0.1,0.37,6644.57,4043.3,47.54,152.4,13.56,43.49,5639.36,82.11,71.37
"9909572","MARI INNOVATOR","Chemical tanker",1057.51,2933.45,0.05,0.19,2985.38,782.1,118.59,328.97,3.32,9.21,471.68,1233.89,812.26
"9909649","TERN ISLAND","Chemical tanker",3030.5,8863.99,25.32,0.42,9685.04,4825.62,55.07,161.06,7.62,22.28,7689.26,0,0
"9909651","TERN FORS","Chemical tanker",2838.89,8085.86,33.89,0.37,9131.56,5518.07,46.62,132.78,6.64,18.91,7269.77,0,0
"9909754","EASTERN SPIRAEA","Oil tanker",1674.45,5331.79,0.08,0.3,5414.01,2842.8,61.42,195.58,11.17,35.58,2661.92,1094.98,851.3
"9909807","GRAND AMBITION","Oil tanker",3399,10626.36,0.17,0.61,10793.26,1790.4,179.55,561.32,0.95,2.97,210.31,2699.14,7293.4
"9910105","ROSTRUM EUROPE","Bulk carrier",318.4,1016.96,0.02,0.06,1032.59,499.84,62.48,199.56,5.11,16.33,240.03,387.57,310.86
"9910234","EAGLE VALENCE","Oil tanker",5122.8,15075.52,39.43,0.77,16382.9,2367,183.1,538.84,0.68,2.02,0,8901.63,6011.54
"9910246","EAGLE VALLERY","Oil tanker",1527.19,4594.39,0.05,0.24,4660.39,632.4,194.08,583.86,0.72,2.17,0,0,4594.39
"9910349","ROSTRUM ASIA","Bulk carrier",3536.39,11299.84,0.18,0.64,11473.48,5771.77,59.37,189.71,3.46,11.06,1.06,5154.59,5556.42
"9910351","ROSTRUM AMERICA","Bulk carrier",1212.11,3820.5,0.06,0.22,3880.01,1767.23,60.63,191.11,2.98,9.38,29.71,1682.37,1994.22
"9910363","ROSTRUM AFRICA","Bulk carrier",2098.85,6584.77,0.1,0.38,6687.82,3494.97,64.56,202.54,2.79,8.74,114.01,1975.85,4114.62
"9910492","ANTARCTICA","Oil tanker",1083.6,3382.16,0.05,0.2,3435.37,993.4,124.14,387.46,1.78,5.54,0,1335.45,1803.37
"9910533","THORNBURY","Oil tanker",3178.71,10147.9,0.16,0.57,10303.98,3381.48,114.66,366.04,1.99,6.37,3222.03,1772.57,3024.48
"9910753","SHANDONG NEW ERA","Bulk carrier",2443.12,7672.35,0.12,0.44,7792.31,1760.4,142.75,448.3,1.16,3.66,546.79,2654.62,4265.43
"9911410","AOM MARIA LAURA","Bulk carrier",1698.15,5300.37,0.08,0.31,5383.75,1607,94.83,295.98,2.04,6.38,666.96,2328.92,2160.11
"9911587","CL GENEVA","Bulk carrier",4070.99,12791.94,0.2,0.73,12991.83,3972.9,92.54,290.79,1.44,4.53,464.55,2440.31,9712.9
"9911599","CL PEKING","Bulk carrier",2117.56,6634.82,0.11,0.38,6738.79,2044.25,93.47,292.87,1.53,4.78,176.17,1386.33,4979.54
"9911642","BELTRADER","Bulk carrier",763.92,2382.9,0.04,0.14,2420.41,943,70.85,221.01,1.82,5.66,291.19,472.76,1525.89
"9911654","BELGUARDIAN","Bulk carrier",1450.99,4521.83,0.07,0.26,4593.07,1345,98.12,305.78,1.84,5.73,39.47,4162.56,237.24
"9911666","BELKNIGHT","Bulk carrier",1571.89,4917.99,0.08,0.28,4995.17,1789,76.31,238.74,2.73,8.55,232.35,1923.64,2666.37
"9911678","BELFORCE","Bulk carrier",1339.17,4196.58,0.07,0.24,4262.34,1524,79.02,247.62,1.72,5.39,179.65,1065.39,2749.09
"9912139","ATLANTIC","Oil tanker",4756.45,14903.91,0.24,0.86,15137.45,3237.39,118.77,372.14,1.82,5.69,0,5933.17,8105.49
"9912141","PACIFIC","Oil tanker",5022.11,15751.61,0.25,0.9,15998.19,3834.4,108.34,339.82,2.13,6.67,2822.79,6273.42,5695.5
"9912256","LEGIO X EQUESTRIS","Oil tanker",1871.3,5869.55,0.09,0.34,5961.43,968.7,170.67,535.33,1.33,4.16,468.59,2099.22,2850.66
"9912866","STRESA","Oil tanker",3780.47,11832.77,0.19,0.68,12018.4,3303.47,117.88,368.97,2.04,6.39,0,3679.7,6961.24
"9913511","NAFSIKA","Oil tanker",4068.3,12733.21,0.2,0.73,12932.96,2877.8,116.15,363.54,1.84,5.74,388.9,4037.5,7632
"9913523","GRACE LOUISE","Bulk carrier",2889.79,9081.06,0.14,0.52,9222.96,3004.9,86.4,271.52,1.54,4.85,83.26,2730.64,6017
"9913626","YELLOW STARS","Oil tanker",1665.31,5211.81,0.08,0.3,5293.57,1893.5,76.04,237.99,2.62,8.2,349.54,1104.6,3448.87
"9913640","PAC ALCOR","Bulk carrier",2239.82,6982.66,0.11,0.4,7092.64,2545.39,81.9,255.32,2.39,7.44,156.73,4270.89,2433.77
"9913676","PAC ACHERNAR","Bulk carrier",1307.24,4074.44,0.07,0.24,4138.62,1423,83.48,260.18,1.47,4.59,0,3934.51,101.15
"9913690","PAC CHRISTINA","Bulk carrier",1070.65,3340.34,0.05,0.19,3392.91,1227,69.86,217.97,29.3,91.42,91.17,1037.84,2154.58
"9914242","EVA FUJI","Chemical tanker",1026.3,3197.53,0.05,0.18,3247.93,1748.9,74.11,230.9,4.58,14.28,0,372.05,2794.01
"9914292","FAIRCHEM FYNBOS","Chemical tanker",1346.45,4212.35,0.07,0.24,4278.46,1489,70.01,219.04,5.36,16.76,976.61,2230.05,522.63
"9914503","EQUINOX MELIDA","Bulk carrier",1680.18,5262.81,0.08,0.3,5345.3,2036.99,69.45,217.55,1.54,4.82,457.14,1575.08,3030.76
"9914620","KAUPANG","Gas carrier",4828.42,14886.08,0.24,0.87,15123.15,4626.3,79.5,245.1,6.75,20.81,3722.72,4164.07,5538.3
"9914632","MYKLEBUST","Oil tanker",5088.03,15682.41,0.25,0.92,15932.24,5041.52,74.41,229.36,7.18,22.14,3007.13,6395.86,5213.62
"9914644","STIKLESTAD","Gas carrier",3787.95,11799.19,0.19,0.68,11985.18,3502.38,86.47,269.36,7.13,22.22,6171.5,1547.45,2368.81
"9914670","PROTEUS IWONA","Oil tanker",1097.19,3343.21,0.04,0.18,3391.53,933,112.36,342.38,11.49,35.02,0,2097.93,726.76
"9914682","PROTEUS REBECCA","Oil tanker",2406.09,7283.53,0.09,0.39,7388.66,1641.7,125.96,381.31,1.72,5.2,218.18,1668.79,4775.67
"9916123","KATHERINE LADY","Chemical tanker",3065.43,9649.85,0.15,0.55,9800.37,3666.18,79.27,249.54,2.49,7.83,2385.15,2330.38,3304.16
"9916147","HERCULES SUN","Oil tanker",749.29,2402.22,0.04,0.13,2439.01,168.03,496.69,1592.37,127.38,408.36,170.43,16.99,17.02
"9916238","BELTOKYO","Bulk carrier",2087.91,6512.94,0.1,0.38,6615.45,2610,73.89,230.5,1.58,4.94,483.62,3655.02,2233.5
"9916604","CLEAROCEAN GINKGO","Oil tanker",1220.15,3834.49,0.06,0.22,3894.4,1520.4,70.29,220.9,1.98,6.21,175.4,1657.04,1692.8
"9916616","CLEAROCEAN HICKORY","Oil tanker",634.69,2010.98,0.03,0.11,2042.14,746.4,94.49,299.37,2.65,8.41,0,1504.01,429.45
"9916965","MH ARPEGGIO","Bulk carrier",953.55,2993.3,0.05,0.17,3040.12,1088.6,76.09,238.85,1.46,4.57,114.61,1380.88,1452.92
"9917488","STAR ELIZABETH","Bulk carrier",2055.87,6489.58,0.1,0.37,6590.52,2561.58,78.39,247.45,1.23,3.9,260.33,3122.18,2893.81
"9917658","CLEAROCEAN MILANO","Chemical tanker",2606.16,8229.33,0.13,0.47,8357.3,2345.8,92.99,293.62,3.61,11.39,1643.77,2615.43,2696.32
"9917804","LORA","Chemical tanker",878.89,2752.63,0.04,0.16,2795.78,819.3,90.3,282.83,3.22,10.08,652.66,1622.94,181.46
"9917816","RENAD","Chemical tanker",576.51,1799.41,0.03,0.1,1827.72,816,76.97,240.24,3.64,11.36,0,502.84,1252.65
"9917828","MARIA","Chemical tanker",962.65,3021.74,0.05,0.17,3069.01,894.2,86.98,273.02,3.86,12.13,830.27,909.1,1127.23
"9917830","FATIMAH","Chemical tanker",598.3,1868.84,0.03,0.11,1898.22,486.8,96.7,302.06,5.53,17.28,640.01,679.47,380.53
"9917866","ZAHRA","Chemical tanker",1231.4,3848.01,0.06,0.22,3908.48,1124.8,89.91,280.96,2.54,7.94,791.02,31.42,2778
"9917880","MONA","Chemical tanker",1078.4,3367.9,0.05,0.19,3420.85,830.3,106.15,331.52,3.63,11.34,105.39,671.5,2270.73
"9917957","WHITE PEARL","Oil tanker",3515.44,10990.09,0.18,0.63,11162.7,4264.4,76.47,239.06,4.91,15.35,0,4751.58,5945.65
"9918602","EVA MANILA","Chemical tanker",1882,5906.69,0.09,0.34,5999.09,2508.9,88.5,277.75,6.51,20.44,1943.57,3454.29,124.26
"9918743","SSI VIGILANT","Bulk carrier",1541.99,4821.39,0.08,0.28,4897.1,1711.12,72.75,227.48,1.67,5.23,287.59,984.28,3245.16
"9919008","SSI INTERCEPTOR","Bulk carrier",880.02,2748.96,0.04,0.16,2792.17,1133.62,62.79,196.13,2.89,9.04,108.97,852.86,1739.07
"9919022","SSI DILIGENT","Bulk carrier",1099.88,3440.69,0.05,0.2,3494.69,1110.57,76.09,238.03,1.76,5.51,206.44,2758.9,293.35
"9919216","ALPHA TREASURE","Bulk carrier",2768.99,8652.01,0.14,0.5,8787.97,1529.9,148.43,463.79,0.99,3.08,0,1449.49,6987.75
"9919383","CEMTEX DOMINANCE","Bulk carrier",3244.65,10184.84,0.16,0.58,10344.15,3391.45,90.51,284.12,1.96,6.15,0,5008.82,4951.28
"9919577","PS NEW ORLEANS","Chemical tanker",1618.19,5114.12,0.08,0.29,5193.57,1722.9,77.03,243.43,2.16,6.84,353.75,1982.68,2194.42
"9919620","OLYMPIOS","Chemical tanker",1689.54,5305.91,0.08,0.3,5388.86,1395.33,102.07,320.54,2.86,8.99,819.74,1069.3,2978.66
"9919632","JUPITER STAR","Chemical tanker",3233.68,10117.82,0.16,0.58,10276.59,3170.44,86.45,270.49,6.31,19.75,1301.71,4108.94,4003.95
"9919656","ROYAL","Bulk carrier",1074.34,3379.27,0.05,0.19,3432.02,1208.4,81.08,255.05,2.13,6.71,183.19,1714.26,1181.58
"9919723","THERESA DUA","Chemical tanker",2126,6731.26,0.11,0.38,6835.65,1861.3,94.89,300.43,2.88,9.11,235.32,1436.92,4372.93
"9919735","THERESA TIGA","Chemical tanker",3344.75,10579.92,0.17,0.6,10744.15,2963.68,92.97,294.07,2.61,8.26,615.23,2276.95,6908.68
"9919761","SFL ARUBA","Chemical tanker",3141.76,9761.16,3.13,0.55,9995.34,2817.17,98.35,305.58,4.41,13.69,476.08,2353.78,6403.4
"9919773","SFL BONAIRE","Chemical tanker",1954.68,6105.17,2.78,0.34,6273.32,1670,99.45,310.61,4.38,13.68,1180.13,1172.58,2946.01
"9920291","FAIRCHEM RESTIO","Chemical tanker",939.63,2967.67,0.05,0.17,3013.8,1154.9,69.36,219.07,5.47,17.29,1186.94,423.9,1023.66
"9920306","FAIRCHEM ROOIBOS","Chemical tanker",1571.08,4902.7,0.08,0.28,4979.84,1912.2,64.56,201.47,5.02,15.66,66.08,2087.64,2374.45
"9920497","NEWBURY","Oil tanker",4710.22,14799.5,0.24,0.85,15030.77,5879.82,120.19,377.65,2.54,7.99,0,4979.41,6792.8
"9920708","SEA CORAL","Oil tanker",6545.23,20473.8,0.33,1.18,20795.18,5362.85,119.13,372.63,1.91,5.97,116,8484.62,9982.93
"9920758","NISSOS KEA","Oil tanker",3351.2,10470.11,0.17,0.6,10634.65,1559.2,196.14,612.8,1.11,3.47,390.16,1990.78,7168.34
"9920760","NISSOS NIKOURIA","Oil tanker",7803.1,24435.11,0.39,1.4,24818.24,3310.43,195.51,612.23,1.41,4.41,3536.71,8922.48,10211.84
"9920784","FRONT TWEED","Oil tanker",4101.95,12846.86,0.21,0.74,13048.26,1840.3,206.94,648.11,1.49,4.67,738.05,4775.51,6184.48
"9921063","NORDIC HARRIER","Oil tanker",1125.22,3519.08,0.06,0.2,3574.33,740,128.51,401.9,1.41,4.42,0,1172.75,2064.21
"9921075","NORDIC HUNTER","Oil tanker",872.19,2751.74,0.04,0.16,2794.57,582.7,131.52,414.95,1.12,3.54,0,199.77,2190.4
"9922005","EPIC HARMONY","Bulk carrier",1810.3,5713.9,0.09,0.33,5802.79,2089.4,80.61,254.42,1.23,3.9,0,901.66,4730.11
"9922108","SEA ONYX","Oil tanker",2850.9,8888.09,0.14,0.51,9028.07,1919.6,127.21,396.59,1.85,5.75,0,3307.09,5077.66
"9922213","SAPET GAS","Gas carrier",272.93,856.89,0.01,0.05,870.29,360,81.54,256.01,6.43,20.19,0,436.32,373.77
"9922512","OOCL FELIXSTOWE","Container ship",11917.77,37399.28,0.6,2.15,37984.44,3244.8,264.08,828.72,2.33,7.31,5280.92,28654.89,2632.13
"9922524","OOCL ABU DHABI","Container ship",17322.86,54054.03,0.87,3.12,54904.59,3064.5,325.12,1014.51,2.13,6.66,1207.06,27185.88,24716.06
"9922536","OOCL FINLAND","Container ship",6837,21422.53,0.34,1.23,21758.23,1992.4,241.22,755.8,2.55,7.99,2406.1,17496.46,1117.61
"9922548","OOCL DENMARK","Container ship",7671.91,24003.79,0.38,1.38,24380.48,1866.3,284.88,891.32,2.13,6.67,2175.09,9151.12,11936.68
"9922598","OOCL VALENCIA","Container ship",11423.01,35782.13,0.57,2.06,36343.01,2948.2,266.36,834.35,2.31,7.24,3816.42,29376.55,1935.14
"9922603","OOCL SWEDEN","Container ship",8056.1,25234.79,0.4,1.45,25630.34,1920.8,283.37,887.61,2.79,8.75,2970.04,21634.45,183.38
"9922615","OOCL PORTUGAL","Container ship",3893.2,12198.86,0.19,0.7,12390.01,998,272.65,854.32,2.93,9.17,1644.04,10175.23,142.03
"9922823","AQUAFREEDOM","Oil tanker",3342.33,10561.51,0.17,0.6,10725.62,2251.8,128.33,405.53,1.72,5.44,0,3085.63,6953.49
"9922835","AQUABLISS","Oil tanker",6318.24,19963.72,0.32,1.14,20273.95,4258.3,125.19,395.55,1.91,6.04,146.21,8685.24,9337.87
"9922938","ZHONG REN 121","Other ship types",4894.68,15414.29,0.24,0.88,15654.61,3666.43,147.78,465.38,23.14,72.89,5500.14,1491.07,7011.73
"9922940","ZHONG REN 122","Other ship types",5188.68,16272.47,0.26,0.93,16527.23,4282.09,134.34,421.31,20.46,64.16,141.39,5538.78,10380.07
"9923009","ALFIOS I","Oil tanker",6373.15,19913.3,0.32,1.15,20226.22,4406.52,119.45,373.21,2.09,6.52,51.3,7087.52,11411.13
"9923334","GENCO LADDEY","Bulk carrier",1872.25,5875.4,0.09,0.34,5967.33,2215.47,76.3,239.45,1.82,5.71,932.19,1854.25,2643.42
"9923401","PROTEUS HARVONNE","Oil tanker",1839.18,5551.39,8.33,0.3,5863.04,1376.5,132.01,398.47,1.59,4.81,0,910.69,4167.57
"9923425","PROTEUS PHILIPPA","Oil tanker",3633.35,10859.03,22.71,0.56,11642.94,2681.08,119.37,356.77,1.83,5.46,471.13,2179.18,6800.83
"9923437","PROTEUS BOHEMIA","Oil tanker",4340.32,13301.35,11.06,0.74,13806,3083.78,127.02,389.27,1.96,6.02,410.67,3452.4,8357.29
"9923449","PROTEUS TRACY","Oil tanker",2065.97,6279.61,8.04,0.34,6594.34,1424.9,139.52,424.07,1.59,4.83,141.22,805.67,4910.49
"9923463","PROTEUS INGRID","Oil tanker",3063.05,9391.59,8.77,0.51,9773.51,2228.1,117.14,359.17,2.17,6.64,0,3423.5,4896.36
"9923994","DINO","Oil tanker",3699.36,11609.27,0.18,0.67,11790.91,2496.4,128.85,404.34,1.57,4.93,694.41,4105.47,5720.43
"9924003","AMALIA M","Oil tanker",4842.32,15175.46,0.24,0.87,15413.22,2696.1,137.32,430.36,1.22,3.83,866.04,2794.35,10216.65
"9924015","DIMITRI","Oil tanker",7316.92,22929.25,0.37,1.32,23288.51,4464.9,128.68,403.24,1.36,4.26,677.75,13353.61,7788.94
"9924120","CANOPEE","Ro-ro ship",2578.6,8266.99,0.13,0.46,8393.6,5599.89,50.36,161.45,144.34,462.77,6364.87,907.3,589.9
"9924182","MAERSK CAMBRIDGE","Container ship",16591.75,51684.38,0.83,2.99,52499.04,3670.88,268.31,835.79,2.31,7.21,221.65,18572.29,32247.9
"9924194","MAERSK CAMDEN","Container ship",22792.8,71048.31,1.14,4.1,72167.43,5081.2,269.33,839.53,2.3,7.16,1778.39,30817.32,37342.41
"9924209","MAERSK CAMPBELL","Container ship",23309.02,72609.92,1.17,4.2,73754.4,4849.9,283.58,883.38,2.32,7.23,2656.86,29603.5,39127.57
"9924211","MAERSK CAMPTON","Container ship",17031.96,53070.02,0.85,3.07,53906.29,4308.2,246.79,768.98,2.62,8.16,197.25,28107.99,24216.88
"9924223","MAERSK CANDOR","Container ship",15002.55,46798.64,0.75,2.7,47535.26,3312.4,267.41,834.14,2.32,7.23,939.67,21021.72,23737
